Transaction Hash,Date,From,From_name,From_category,To,To_name,To_category,Value,DOT_USD,Symbol,Acquainted?,Thru
0x2319556263ef4785dc27210288f11c1bbf4fefa9544a9bcf49e4fd9ee15944a2,2023-03-30,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xc8d65e1bd67f16522e3117b980e1c9d2caeb9dc3,generalmagic.eth,PG Small Grants,-1.0,-1794.03,ETH,1,Direct
0x2319556263ef4785dc27210288f11c1bbf4fefa9544a9bcf49e4fd9ee15944a2,2023-03-30,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x97843608a00e2bbc75ab0c1911387e002565dede,scaffold.eth,PG Small Grants,-1.0,-1794.03,ETH,1,Direct
0x2319556263ef4785dc27210288f11c1bbf4fefa9544a9bcf49e4fd9ee15944a2,2023-03-30,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x6a08ed0c51a3114d6a5347f1d0d33b1932dc93a7,bishara.eth,PG Small Grants,-1.0,-1794.03,ETH,1,Direct
0x2319556263ef4785dc27210288f11c1bbf4fefa9544a9bcf49e4fd9ee15944a2,2023-03-30,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x96a77560146501eaeb5e6d5b7d8dd1ed23defa23,pugson.eth,PG Small Grants,-1.0,-1794.03,ETH,1,Direct
0x2319556263ef4785dc27210288f11c1bbf4fefa9544a9bcf49e4fd9ee15944a2,2023-03-30,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x44f00c29a0b8514d017ac20fbdb0aa5078b860ce,gashawk.eth,PG Small Grants,-1.0,-1794.03,ETH,1,Direct
0xac816e8e297f9ac511e302c0a0bd1be7cff9473b485a827637d76c0e153568aa,2023-03-31,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xde21f729137c5af1b01d73af1dc21effa2b8a0d6,Gitcoin Multisig,Gitcoin Multisig,-50000.0,-50000.0,USDC,1,Direct
0xcc3d6d4e9f27a7c6401fb9827f13049a730b65baab5141f2531945d0c1a559e4,2023-04-24,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,Giveth,PG Small Grants,-1.0,-1842.51,ETH,1,Direct
0xcc3d6d4e9f27a7c6401fb9827f13049a730b65baab5141f2531945d0c1a559e4,2023-04-24,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x44f00c29a0b8514d017ac20fbdb0aa5078b860ce,gashawk.eth,PG Small Grants,-1.0,-1842.51,ETH,1,Direct
0xcc3d6d4e9f27a7c6401fb9827f13049a730b65baab5141f2531945d0c1a559e4,2023-04-24,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x53390590476dc98860316e4b46bb9842af55efc4,Dappnode,PG Small Grants,-1.0,-1842.51,ETH,1,Direct
0xcc3d6d4e9f27a7c6401fb9827f13049a730b65baab5141f2531945d0c1a559e4,2023-04-24,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x3cced573c55fce8130aa09586f705fec8cefeb61,marcusam.eth,PG Small Grants,-1.0,-1842.51,ETH,1,Direct
0xcc3d6d4e9f27a7c6401fb9827f13049a730b65baab5141f2531945d0c1a559e4,2023-04-24,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,evmcrispr.eth,PG Small Grants,-1.0,-1842.51,ETH,1,Direct
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x0035cc37599241d007d0aba1fb931c5fa757f7a1,evmcrispr.eth,Growth Grants,-10000.0,-10000.0,USDC,1,Direct
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x3cced573c55fce8130aa09586f705fec8cefeb61,marcusam.eth,Growth Grants,-10000.0,-10000.0,USDC,1,Direct
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x53390590476dc98860316e4b46bb9842af55efc4,Dappnode,Growth Grants,-10000.0,-10000.0,USDC,1,Direct
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0xe126b3e5d052f1f575828f61feba4f4f2603652a,Revoke.Cash,Growth Grants,-10000.0,-10000.0,USDC,1,Direct
0x5387f1efc3fe162d84ef011b90a9c0d4217a2839f0ba056269744381e6018d52,2023-05-26,0xcd42b4c4d102cc22864e3a1341bb0529c17fd87d,Public Goods,Public Goods,0x44f00c29a0b8514d017ac20fbdb0aa5078b860ce,gashawk.eth,Growth Grants,-10000.0,-10000.0,USDC,1,Direct
